Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS1726309286,2.375% SNR SEC NTS 29/11/27 GBP100000'11,NA,Bazalgette Finance plc,Financials,United Kingdom,29-11-17,19-04-22,19-04-22,250,GBP,1.32,29-11-27,2.38,Green,0,0,100,0,0,0,0,Water,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,100%,76,100,100,33,71,https://www.tideway.london/media/5106/j0115_sustainable-finance-report-vis9.pdf; https://www.tideway.london/media/1595/green-bond-framework.pdf
DE000BHY0GX9,0.01% PFBRF SNR 02/09/2030 EUR1000'REGS',227902,Berlin Hyp AG,Financials,Germany,2/9/2020,13-05-22,13-05-22,500,EUR,1.17,2/9/1930,0.01,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,-7,-3950,100%,NA,91,81,100%,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/green-bond-framework%20/en/2020-04-27-greenbondframework-en.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/green-bond-framework%20/en/berlin-hyp-green-bond-framework-eng-v8-1001-20211203.pdf
US10112RBB96,GLOBAL SR NT 3.400 Jun-21-2029,239303,Boston Properties Limited Partnership,Real Estate,United States,12/6/2019,16-05-22,16-05-22,850,USD,1,21-06-29,3.4,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA ,294224, NA , NA , NA ,294224, NA , NA ,2093,23546,20933,235456, NA ,6, NA , NA ,-7,-5755,100%,-9,-7494,100%,Moderate,87,84,100%,83,100,33,100,100,https://www.bxp.com/wp-content/uploads/2021/04/September-30-2020-Green-Bond-Allocation-Report.pdf
FR0014003C70,0% GTD SNR EMTN 25/05/2028 EUR100000'40',NA,Bpifrance,Financials,France,6/5/2021,17-05-22,17-05-22,1250,EUR,1.15,25-05-28,0,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,100%,76,75,100,100,29,https://presse.bpifrance.fr/emission-de-lobligation-verte-inaugurale-de-reference-de-bpifrance-a-7-ans-dun-montant-de-125-milliard-deuros/; https://www2.bpifrance.fr/content/download/140649/1071294/version/1/file/2021%20Allocation%20%26%20Impact%20report%20-%20Covid%2019%20Response%20Bond.pdf
XS2116701348,0.75% GTD SNR EMTN 11/03/32 EUR100000'11,246062,Cadent Finance Plc,Financials,United Kingdom,11/3/2020,2/5/2022,2/5/2022,500,EUR,1.16,11/3/1932,0.75,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-45548,100%,NA,NA,NA,100%,94,75,100,100,100,https://cadentgas.com/nggdwsdev/media/Downloads/investor%20relations/Transition-Bond-Impact-Report-March-2021.pdf; https://d17lvj5xn8sco6.cloudfront.net/BF/A6/A3/3F/B2/0F/05/B0/4F/3F/4F/9B/D5/93/9D/88/001C3144/common/downloads/publication.pdf?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cCo6Ly9kMTdsdmo1eG44c2NvNi5jbG91ZGZyb250Lm5ldC9CRi9BNi9BMy8zRi9CMi8wRi8wNS9CMC80Ri8zRi80Ri85Qi9ENS85My85RC84OC8wMDFDMzE0NC8qIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjoxNjUxNDgzODYzfX19XX0_&Signature=TbhIuQ5Y96qJQSXDvvHTaIfsow8eCilh79Gt-ryM8ZsLl1gOFg7oosBI~fU122R6yxJlekOyqv1wRnjXy44IKGmqcFowl-qeorWRI0E3FuQbMnFFWBlaOc1qBrRC84BTjQP-iNS6rIMTHi-8ZenTasZPgcalF3afmgWzsQamqa4_&Key-Pair-Id=APKAJHHI2UARJWNSOBCQ&uni=4.4.17-R743
US13607GRR73,SR GLBL COCO 25,46843,Canadian Imperial Bank of Commerce,Financials,Canada,19-10-20,2/5/2022,2/5/2022,500,USD,1,23-10-25,0.95,Green,0,0,11,30,0,0,60,Renewable Electricity and Heat Production,100,70,0,0,0,0,0,30,0,0,0,0,0,0,0,40,31,0,0,0,0,0,0,30,0,0,0,0,0,0,0,7371,156500,NA,NA,7371,156500,NA,NA,35098,49457,175491,247284,79,2,NA,NA,-1459,-729622,100%,-2136,-1067950,100%,Moderate,44,88,100%,96,85,100,100,100,https://www.cibc.com/content/dam/about_cibc/investor_relations/pdfs/debt_info/cibc-2021-green-bond-impact-report-en.pdf; https://www.cibc.com/content/dam/about_cibc/investor_relations/pdfs/debt_info/sustainalytics-2021-annual-review-en.pdf
XS2208844493,1.25% SNR EMTN 04/08/2025 USD200000'REGS,49778,China Construction Bank Corporation Hong Kong Branch,Financials,Hong Kong,4/8/2020,24-05-22,24-05-22,700,USD,1,4/8/2025,1.25,Green,0,100,0,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-5433,100%,NA,98,81,100%,94,75,100,100,100,http://www.ccb.com/en/investor/20220429_1651219927/20220429161007024386.pdf; http://ccb.com/en/investor/20210429_1619687957/20210429171923851497.pdf
XS2106589471,2.75% SNR EMTN 22/01/2028 GBP100000 '12',238369,CPI Property Group S.A.,Real Estate,Luxembourg,22-01-20,9/5/2022,9/5/2022,350,GBP,1.33,22-01-28,2.75,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7,0,0,0,0,0,0,8,124213,NA,2151130,8,124213,NA,2151130,1160,16987,9278,135898,82,10,NA,9,-10,-4583,100%,-13,-5990,100%,Low,11,80,100%,83,100,100,33,100,http://www.cpipg.com/storage/app/uploads/public/624/70a/1a6/62470a1a629a0250870150.pdf
XS2303052695,0.75% SNR EMTN 18/02/27 EUR100000'3'REGS,247006,CTP B.V.,Real Estate,Netherlands,18-02-21,17-05-22,17-05-22,500,EUR,1.15,18-02-27,0.75,Green,0,0,100,0,0,0,0,Buildings,97,0,0,0,0,0,0,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,NA,248867,NA,NA,NA,248867,NA,NA,1769,16940,10617,101637,NA,5,NA,NA,-7,-3877,100%,NA,NA,NA,Moderate,NA,80,100%,86,74,100,100,71,https://www.ctp.eu/files/2021/09/CTP-NV-Green-bond-Report-24-09-2021.pdf
DE000GRN0024,0.01% SNR NTS 23/02/2026 EUR1000 'REGS',228141,Deutsche Kreditbank AG,Financials,Germany,23-02-21,16-05-22,16-05-22,500,EUR,1.15,23-02-26,0.01,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,NA,NA,NA,2847,NA,NA,NA,21079,21395,105394,106974,96,NA,NA,NA,-474,-273412,100%,-361,-208500,100%,Moderate,67,83,100%,83,100,100,33,100,https://dok.dkb.de/pdf/impact-allocation-reporting-2021-de.pdf
XS2232115423,1% GTD SNR NTS 15/01/2032 EUR1000 'REGS',54602,Digital Dutch Finco B.V.,Financials,Netherlands,23-09-20,18-05-22,18-05-22,750,EUR,1.16,15-01-32,1,Green,0,10,3,46,0,0,41,Buildings,59,6,0,0,0,0,0,54,0,0,0,0,0,41,0,0,6,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1301,175584,NA,NA,1301,175584,NA,NA,7194,23383,86327,280595,136,7,NA,NA,-43,-37300,100%,-288,-251690,100%,Moderate,55,65,100%,90,59,100,100,100,https://go2.digitalrealty.com/rs/087-YZJ-646/images/DOC_Digital_Realty_2109_2021_Sept_Green_Bond_Allocation_Statement.pdf?_ga=2.75522581.1481920408.1652775436-1249561098.1652775435
XS2280835260,0.625% GTD SNR NTS 15/07/31 EUR1000'REGS,54602,Digital Intrepid Holding B.V.,Financials,Netherlands,12/1/2021,20-05-22,20-05-22,1000,EUR,1.16,15-07-31,0.63,Green,0,0,1,41,0,0,58,Undisclosed/Not disbursed proceeds,45,0,0,0,0,0,0,45,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,NA,93786,NA,NA,NA,93786,NA,NA,667,7507,6669,75073,NA,6,NA,NA,-2,-1836,0%,-323,-374700,0%,Moderate,55,57,100%,86,44,100,100,100,https://go2.digitalrealty.com/rs/087-YZJ-646/images/DOC_Digital_Realty_2022_Jan_Green_Bond_Allocation_Statement.pdf?_ga=2.216899230.965830490.1653044965-423709254.1653044965
XS2289593670,0.01%-FR SNR 21/01/31 EUR100000'209'REGS,43646,DNB Boligkreditt AS,Financials,Norway,21-01-21,26-04-22,26-04-22,1500,EUR,1.16,21-01-31,0.01,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,567451,NA,NA,NA,567451,NA,NA,4648,45480,46477,454802,NA,5,NA,NA,-6,-10512,100%,-5,-9505,100%,Moderate,97,75,100%,94,75,100,100,100,https://www.ir.dnb.no/sites/default/files/DNB%20-%202021%20Green%20Bond%20Impact%20Report%20Feb%202022_1.pdf; https://www.ir.dnb.no/sites/default/files/220321%20DNB%20-%20Green%20Bond%20Allocation%20Report%20.pdf; https://www.ir.dnb.no/sites/default/files/DNB%20-%20Post-issuance%20Report%202021.pdf; ir.dnb.no/sites/default/files/Report_DNB_Green%20Residential%20Buildings_Impact_2021_v02.pdf
US26442UAH77,GLOBAL 1ST MTG BD 3.450 Mar-15-2029,43823,"Duke Energy Progress, LLC",Utilities,United States,4/3/2019,23-05-22,23-05-22,600,USD,1,15-03-29,3.45,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4667,-2800000,100%,NA,8,84,100%,94,75,100,100,100,https://desitecoreprod-cd.azureedge.net/_/media/pdfs/our-company/investors/191748/dep-management-assertion-final.pdf?la=en&rev=ca9bccae82274686b7e3d18715fadba8; https://www.duke-energy.com/our-company/investors/green-bonds/dep-green-bonds
DE000DFK0GB1,0.05% SNR NPF NTS 08/12/2027 EUR100000,234769,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Financials,Germany,8/12/2020,4/5/2022,4/5/2022,250,EUR,1.16,8/12/2027,0.05,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,NA,NA,NA,2118,NA,NA,NA,3972,6904,27805,48327,36,NA,NA,NA,-179,-52054,100%,-13,-3791,100%,Moderate,92,88,100%,77,75,100,33,100,https://www.dzbank.com/content/dam/dzbank/dokumente/en/dz-bank/investor-relations/green-bonds/DZB_Green_Bond_Investor_Report_01October_2021.pdf
XS2327420977,0.6% SNR NTS 01/10/2032 EUR1000'76''REGS,44534,E.ON SE,Utilities,Germany,1/4/2021,5/5/2022,5/5/2022,750,EUR,1.15,1/10/1932,0.6,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,3,0,0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,-13498,-11644626,100%,NA,53,61,0%,94,75,100,100,100,https://www.eon.com/content/dam/eon/eon-com/eon-com-assets/documents/investor-relations/en/bond/220314_EON_Green_Bond_Report_2021.pdf
PTEDPYOM0020,1.875%-FRN SUB 14/03/2082 EUR100000'REGS,43651,"EDP - Energias de Portugal, S.A.",Utilities,Portugal,14-09-21,10/5/2022,10/5/2022,500,EUR,1.12,14-05-82,1.88,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52299, NA , NA , NA ,52299, NA , NA , NA ,23348,35814,910562,1396758,39, NA , NA , NA ,-1259,-706154,100%,-1422,-797577,100%,Moderate,46,91,100%,94,75,100,100,100,https://www.edp.com/sites/default/files/2022-03/EDP%20Sustainability%20Report%202021.pdf#page=305; https://www.edp.com/sites/default/files/2022-03/2022-03-04-EDP%20Green%20Finance%20Framework_2022_vf.pdf
PTEDPXOM0021,1.5%-FRN SUB 14/03/2082 EUR100000 'REGS',43651,"EDP - Energias de Portugal, S.A.",Utilities,Portugal,14-09-21,11/5/2022,11/5/2022,750,EUR,1.12,14-03-82,1.5,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78449, NA , NA , NA ,78449, NA , NA , NA ,35022,53721,1365844,2095136,39, NA , NA , NA ,-1259,-1059231,100%,-1422,-1196365,100%,Moderate,46,91,100%,94,75,100,100,100,https://www.edp.com/sites/default/files/2022-03/EDP%20Sustainability%20Report%202021.pdf#page=305; https://www.edp.com/sites/default/files/2022-03/2022-03-04-EDP%20Green%20Finance%20Framework_2022_vf.pdf
FR0014005ZQ6,1% SNR EMTN 26/10/2036 EUR100000 'REGS',48499,ENGIE SA,Utilities,France,26-10-21,11/5/2022,11/5/2022,750,EUR,1.11,26-10-36,1,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,36,100%,57,0,100,100,29,https://www.engie.com/sites/default/files/assets/documents/2022-03/ENGIE%20DEU%202021%20VA.pdf; https://www.engie.com/sites/default/files/assets/documents/2021-10/ENGIE%20FTs%20FR0014005ZQ6.pdf
XS2304340693,EUR$ GLOBAL SR NT 1.000 Mar-15-2033,49580,"Equinix, Inc.",Real Estate,United States,24-02-21,16-05-22,16-05-22,600,EUR,1.15,15-03-33,1,Green,0,0,0,29,0,0,71,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,289057,NA,NA,NA,289057,NA,NA,2055,26961,24662,323536,NA,7,NA,NA,-10,-6932,100%,-62,-42669,100%,Moderate,72,84,100%,100,100,100,100,100,https://sustainability.equinix.com/environment/design-and-innovate-for-the-environment/; https://cloud.kapostcontent.net/pub/0e951fbb-7bf1-41b3-9fcb-b24670a80598/green-bond-allocation-report-2021?kui=kavQHgf4eOCOAk2wjCjoHA
XS1933817824,0% SNR MTN 10/01/2024 EUR1000,89414,European Bank for Reconstruction and Development,Financials,United Kingdom,10/1/2019,19-05-22,19-05-22,600,EUR,1.14,10/1/2024,0,Green,3,28,52,0,0,0,17,Others Green,100,15,0,0,7,18,0,13,0,0,0,5,42,0,0,7,6,0,0,0,0,0,0,7,2,0,0,6,4,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,NA,NA,NA,NA,-2042,-1400000,100%,NA,91,76,0%,83,100,100,33,100,https://www.ebrd.com/documents/environment/ebrd-sustainability-report-2020-pdf.pdf; https://www.ebrd.com/documents/treasury/bonds-190418.pdf?blobnocache=true
US298785HM16,GLOBAL NT 2.375 May-24-2027,91158,European Investment Bank,Financials,Luxembourg,17-05-17,4/5/2022,4/5/2022,1500,USD,1,24-05-27,2.38,Green,0,5,93,2,0,0,0,Renewable Electricity and Heat Production,100,54,0,0,7,0,0,38,0,0,0,0,1,0,0,30,7,7,0,0,5,0,7,4,1,0,0,0,0,0,0,6222,80145,NA,NA,6222,80145,NA,NA,6915,66718,69148,667179,112,5,NA,NA,-137,-205552,0%,-272,-407804,100%,Low,NA,71,100%,100,100,100,100,100,https://www.eib.org/attachments/fi/cab-statement-2017.pdf
XS2314675997,0.01% SNR BDS 15/11/2030 EUR1000 'REGS',91158,European Investment Bank,Financials,Luxembourg,19-03-21,28-04-22,28-04-22,500,EUR,1.15,15-11-30,0.01,Green,0,8,92,0,0,0,0,"Transmission, distribution & storage",100,1,0,0,92,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,38,NA,NA,NA,38,NA,NA,NA,298,371,2686,3341,151,NA,NA,NA,-4,-2221,0%,NA,NA,NA,Low,97,68,0%,86,100,100,100,43,https://www.eib.org/attachments/fi/cab-allocation-report-H1-2021.xlsx; https://www.eib.org/attachments/fi/cab-impact-report-2020.xlsx; https://www.eib.org/attachments/fi/eib-cab-framework-2020.pdf
US298785GQ39,GLOBAL SR BD 2.500 Oct-15-2024,91158,European Investment Bank,Financials,Luxembourg,8/10/2014,2/5/2022,5/5/2022,1000,USD,1,15-10-24,2.5,Green,1,11,88,0,0,0,0,Renewable Electricity and Heat Production,100,89,0,0,8,0,0,0,0,0,2,0,1,0,0,66,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,13817, NA , NA , NA ,13817, NA , NA , NA ,121,414859,1211,4148593,189, NA , NA , NA ,-429,-428747,100%,-424,-424104,100%,Moderate,NA,80,100%,100,100,100,100,100,https://www.eib.org/attachments/fi/eib-cab-newsletter-h1-2015.pdf; https://www.eib.org/attachments/fi/CAB-reporting-2015.pdf
XS1641457277,1.5% SNR BDS 15/11/47 EUR1000'2308/0100',91158,European Investment Bank,Financials,Luxembourg,5/7/2017,23-05-22,23-05-22,1000,EUR,1.15,15-11-47,1.5,Green,0,4,82,7,0,7,0,Renewable Electricity and Heat Production,100,57,0,0,21,0,0,10,0,0,0,0,12,0,0,35,9,0,2,0,3,1,0,0,0,0,0,0,0,0,0,14618, NA , NA , NA ,14618, NA , NA , NA ,5081,34556,152439,1036672,138, NA , NA , NA ,-155,-178533,0%,-267,-308601,100%,Low,NA,78,100%,100,100,100,100,100,https://www.eib.org/attachments/fi/cab-allocation-report-H1-2021.xlsx; https://www.eib.org/attachments/fi/eib-cab-framework-31-12-2018-signed_secured.pdf; https://www.eib.org/attachments/fi/cab-statement-2017.pdf
XS2312733871,2.375% SNR BDS 15/06/2029 EUR100000'REGS,68149,Faurecia S.E.,Consumer Discretionary,France,22-03-21,4/5/2022,4/5/2022,400,EUR,1.15,15-06-29,2.38,Green,0,0,0,0,0,0,100,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,66,100%,76,75,100,100,29,https://www.faurecia.com/en/newsroom/faurecia-offer-eu400-million-senior-green-notes-due-2029-green-notes; https://www.faurecia.com/sites/groupe/files/investisseurs/Faurecia_Green_Bond_framework_MAR_2021.pdf; https://www.faurecia.com/sites/groupe/files/documents/FAU_URD_EN_PDF.pdf
FR0013422227,1.625% GTD SNR EMTN 29/05/2034 EUR100000,44353,Gecina,Real Estate,France,29-05-19,26-04-22,26-04-22,500,EUR,1.14,29-05-34,1.63,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2260,NA,NA,NA,2260,NA,NA,17,159,248,2388,NA,5,NA,NA,0,-37,0%,-1,-422,100%,Low,78,56,100%,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
FR00140049A8,0.875% SNR EMTN 30/06/2036 EUR100000'20',44353,Gecina,Real Estate,France,30-06-21,9/5/2022,9/5/2022,500,EUR,1.14,30-06-36,0.88,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2243,NA,NA,NA,2243,NA,NA,16,156,246,2347,NA,5,NA,NA,0,-36,0%,-1,-422,100%,Low,78,56,100%,94,75,100,100,100,https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_allocation__impact_reporting.pdf; https://www.gecina.fr/sites/default/files/2021-04/green_bond_framework_-_uk.pdf; https://www.gecina.fr/sites/default/files/2022-04/2021_12_31_-_ey_-_green_bonds_report.pdf
DE0001030716,0% SNR NTS 10/10/2025 EUR0.01 '182',NA,Germany,Sovereign,Germany,6/11/2020,4/5/2022,4/5/2022,5000,EUR,1.16,10/10/2025,0,Green,0,0,100,0,0,0,0,Transport,100,2,0,0,0,58,2,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,67,100%,86,100,100,100,43,https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/reports/en/Green_bond_allocation_report_2020_en.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/pressemeldungen/en/2020/2020-11-04_Press_release_Issuance_of_second_Green_Bond.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/Green_Bond_Investor_Presentation_2021.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/GreenBondFramework.pdf
DE0001030724,0% BDS 15/08/2050 EUR0.01 'REGS',NA,Germany,Sovereign,Germany,18-05-21,4/5/2022,4/5/2022,6000,EUR,1.14,15-08-50,0,No sufficient information,0,0,100,0,0,0,0,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,20,100%,57,0,100,100,29,https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/Green_Bond_Investor_Presentation_2021.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/pressemeldungen/en/2021/2021-05-11_PN_Syndication_30-year_Green_Federal_bond_en.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/GreenBondFramework.pdf; https://www.deutsche-finanzagentur.de/en/institutional-investors/federal-securities/green-federal-securities/; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/SPO.pdf
